#Second case with k = 0.4 and B = 20.0
#u              v              
-2.174975       -2.875084      
-2.203725       -2.940863      
-2.233134       -3.001252      
-2.263147       -3.056043      
-2.293707       -3.105034      
-2.324757       -3.148020      
-2.356238       -3.184803      
-2.388086       -3.215184      
-2.420237       -3.238975      
-2.452627       -3.255989      
-2.485187       -3.266050      
-2.517848       -3.268992      
-2.550538       -3.264659      
-2.583184       -3.252906      
-2.615713       -3.233606      
-2.648049       -3.206646      
-2.680116       -3.171931      
-2.711835       -3.129386      
-2.743129       -3.078959      
-2.773918       -3.020619      
-2.804125       -2.954361      
-2.833668       -2.880206      
-2.862470       -2.798203      
-2.890452       -2.708430      
-2.917537       -2.610996      
-2.943647       -2.506039      
-2.968707       -2.393732      
-2.992644       -2.274277      
-3.015387       -2.147911      
-3.036866       -2.014902      
-3.057015       -1.875549      
-3.075771       -1.730184      
-3.093073       -1.579168      
-3.108864       -1.422891      
-3.123093       -1.261770      
-3.135711       -1.096247      
-3.146673       -0.926787      
-3.155941       -0.753874      
-3.163480       -0.578012      
-3.169260       -0.399717      
-3.173257       -0.219517      
-3.175452       -0.037949      
-3.175832       0.144449       
-3.174387       0.327133       
-3.171116       0.509567       
-3.166020       0.691217       
-3.159108       0.871561       
-3.150393       1.050089       
-3.139892       1.226307       
-3.127629       1.399741       
-3.113631       1.569939       
-3.097932       1.736471       
-3.080567       1.898938       
-3.061578       2.056965       
-3.041008       2.210210       
-3.018906       2.358363       
-2.995322       2.501145       
-2.970311       2.638312       
-2.943928       2.769651       
-2.916231       2.894985       
-2.887281       3.014170       
-2.857140       3.127095       
-2.825869       3.233681       
-2.793532       3.333880       
-2.760193       3.427673       
-2.725916       3.515073       
-2.690766       3.596117       
-2.654805       3.670868       
-2.618096       3.739414       
-2.580702       3.801863       
-2.542683       3.858345       
-2.504100       3.909008       
-2.465010       3.954015       
-2.425469       3.993543       
-2.385534       4.027785       
-2.345256       4.056941       
-2.304687       4.081221       
-2.263875       4.100844       
-2.222866       4.116034       
-2.181706       4.127018       
-2.140436       4.134028       
-2.099095       4.137297       
-2.057722       4.137057       
-2.016352       4.133542       
-1.975016       4.126984       
-1.933746       4.117609       
-1.892570       4.105645       
-1.851514       4.091312       
-1.810601       4.074828       
-1.769853       4.056404       
-1.729288       4.036247       
-1.688926       4.014557       
-1.648780       3.991528       
-1.608865       3.967349       
-1.569192       3.942201       
-1.529770       3.916257       
-1.490607       3.889687       
-1.451710       3.862650       
-1.413084       3.835301       
-1.374731       3.807787       
-1.336653       3.780248       
-1.298850       3.752819       
-1.261322       3.725627       
-1.224066       3.698793       
-1.187078       3.672432       
-1.150354       3.646653       
-1.113887       3.621558       
-1.077672       3.597245       
-1.041699       3.573806       
-1.005961       3.551328       
-0.970448       3.529892       
-0.935149       3.509573       
-0.900053       3.490445       
-0.865149       3.472575       
-0.830423       3.456024       
-0.795863       3.440853       
-0.761454       3.427116       
-0.727183       3.414864       
-0.693034       3.404144       
-0.658993       3.395001       
-0.625043       3.387473       
-0.591168       3.381600       
-0.557352       3.377414       
-0.523578       3.374947       
-0.489829       3.374227       
-0.456086       3.375279       
-0.422333       3.378127       
-0.388552       3.382789       
-0.354724       3.389284       
-0.320831       3.397626       
-0.286855       3.407828       
-0.252777       3.419899       
-0.218578       3.433847       
-0.184239       3.449677       
-0.149743       3.467392       
-0.115069       3.486990       
-0.080199       3.508471       
-0.045114       3.531827       
-0.009796       3.557053       
0.025775        3.584136       
0.061616        3.613063       
0.097747        3.643818       
0.134185        3.676381       
0.170949        3.710730       
0.208056        3.746837       
0.245524        3.784673       
0.283371        3.824204       
0.321613        3.865392       
0.360267        3.908195       
0.399349        3.952567       
0.438875        3.998455       
0.478859        4.045804       
0.519317        4.094550       
0.560263        4.144628       
0.601709        4.195961       
0.643669        4.248471       
0.686153        4.302069       
0.729174        4.356662       
0.772741        4.412146       
0.816862        4.468412       
0.861546        4.525340       
0.906800        4.582803       
0.952628        4.640662       
0.999034        4.698771       
1.046022        4.756972       
1.093592        4.815096       
1.141743        4.872962       
1.190472        4.930381       
1.239776        4.987147       
1.289647        5.043045       
1.340078        5.097845       
1.391056        5.151307       
1.442569        5.203176       
1.494601        5.253182       
1.547133        5.301044       
1.600143        5.346467       
1.653608        5.389144       
1.707500        5.428753       
1.761787        5.464962       
1.816437        5.497424       
1.871411        5.525784       
1.926669        5.549677       
1.982166        5.568726       
2.037853        5.582549       
2.093678        5.590759       
2.149586        5.592962       
2.205516        5.588763       
2.261403        5.577768       
2.317181        5.559586       
2.372777        5.533830       
2.428115        5.500123       
2.483116        5.458101       
2.537697        5.407413       
2.591771        5.347730       
2.645249        5.278744       
2.698036        5.200176       
2.750038        5.111777       
2.801156        5.013335       
2.851289        4.904676       
2.900336        4.785671       
2.948192        4.656240       
2.994755        4.516352       
3.039918        4.366033       
3.083579        4.205368       
3.125632        4.034499       
3.165977        3.853637       
3.204514        3.663054       
3.241144        3.463088       
3.275775        3.254145       
3.308317        3.036696       
3.338684        2.811277       
3.366796        2.578486       
3.392581        2.338981       
3.415971        2.093477       
3.436906        1.842740       
3.455333        1.587582       
3.471209        1.328858       
3.484498        1.067456       
3.495172        0.804292       
3.503215        0.540301       
3.508618        0.276433       
3.511382        0.013640       
3.511519        -0.247129      
3.509048        -0.504933      
3.503998        -0.758854      
3.496410        -1.007997      
3.486330        -1.251503      
3.473815        -1.488550      
3.458929        -1.718365      
3.441746        -1.940220      
3.422343        -2.153449      
3.400809        -2.357440      
3.377234        -2.551644      
3.351718        -2.735576      
3.324362        -2.908817      
3.295274        -3.071012      
3.264564        -3.221872      
3.232345        -3.361173      
3.198734        -3.488753      
3.163846        -3.604511      
3.127801        -3.708404      
3.090717        -3.800445      
3.052712        -3.880697      
3.013905        -3.949272      
2.974413        -4.006326      
2.934349        -4.052056      
2.893829        -4.086693      
2.852962        -4.110501      
2.811857        -4.123772      
2.770619        -4.126823      
2.729351        -4.119988      
2.688151        -4.103622      
2.647115        -4.078089      
2.606334        -4.043765      
2.565896        -4.001033      
2.525886        -3.950279      
2.486383        -3.891892      
2.447464        -3.826260      
2.409202        -3.753768      
2.371664        -3.674796      
2.334916        -3.589721      
2.299019        -3.498911      
2.264030        -3.402725      
2.230003        -3.301515      
2.196987        -3.195622      
2.165031        -3.085377      
2.134177        -2.971100      
2.104466        -2.853102      
2.075935        -2.731681      
2.048619        -2.607125      
2.022547        -2.479711      
1.997750        -2.349705      
1.974253        -2.217364      
1.952080        -2.082932      
1.931250        -1.946647      
1.911784        -1.808735      
1.893696        -1.669415      
1.877002        -1.528897      
1.861713        -1.387382      
1.847839        -1.245066      
1.835389        -1.102137      
1.824367        -0.958777      
1.814780        -0.815162      
1.806628        -0.671465      
1.799913        -0.527851      
1.794635        -0.384485      
1.790790        -0.241526      
1.788375        -0.099131      
1.787383        0.042546       
1.787809        0.183352       
1.789642        0.323135       
1.792874        0.461744       
1.797491        0.599030       
1.803482        0.734841       
1.810830        0.869026       
1.819520        1.001434       
1.829535        1.131910       
1.840854        1.260298       
1.853457        1.386443       
1.867321        1.510183       
1.882423        1.631356       
1.898736        1.749795       
1.916234        1.865333       
1.934888        1.977795       
1.954666        2.087006       
1.975536        2.192787       
1.997464        2.294953       
2.020413        2.393317       
2.044346        2.487689       
2.069223        2.577874       
2.095002        2.663674       
2.121639        2.744888       
2.149088        2.821315       
2.177301        2.892747       
2.206228        2.958979       
2.235818        3.019802       
2.266016        3.075009       
2.296766        3.124392       
2.328010        3.167746       
2.359687        3.204868       
2.391736        3.235558       
2.424092        3.259624       
2.456688        3.276878       
2.489457        3.287141       
2.522328        3.290242       
2.555231        3.286024       
2.588091        3.274340       
2.620834        3.255059       
2.653385        3.228066       
2.685665        3.193265       
2.717598        3.150579       
2.749104        3.099953       
2.780103        3.041355       
2.810517        2.974779       
2.840265        2.900245       
2.869267        2.817803       
2.897445        2.727528       
2.924720        2.629532       
2.951016        2.523952       
2.976255        2.410963       
3.000365        2.290768       
3.023273        2.163607       
3.044909        2.029749       
3.065206        1.889497       
3.084101        1.743187       
3.101533        1.591183       
3.117445        1.433880       
3.131784        1.271699       
3.144501        1.105088       
3.155552        0.934516       
3.164897        0.760475       
3.172501        0.583472       
3.178336        0.404032       
3.182377        0.222688       
3.184603        0.039982       
3.185003        -0.143538      
3.183568        -0.327326      
3.180295        -0.510836      
3.175186        -0.693529      
3.168251        -0.874878      
3.159502        -1.054366      
3.148958        -1.231495      
3.136644        -1.405785      
3.122586        -1.576779      
3.106818        -1.744043      
3.089377        -1.907174      
3.070306        -2.065795      
3.049648        -2.219560      
3.027452        -2.368156      
3.003771        -2.511303      
2.978658        -2.648754      
2.952170        -2.780297      
2.924367        -2.905754      
2.895310        -3.024980      
2.865060        -3.137864      
2.833681        -3.244329      
2.801238        -3.344327      
2.767795        -3.437842      
2.733416        -3.524886      
2.698167        -3.605499      
2.662112        -3.679747      
2.625315        -3.747720      
2.587838        -3.809529      
2.549742        -3.865305      
2.511089        -3.915200      
2.471937        -3.959379      
2.432343        -3.998023      
2.392363        -4.031325      
2.352050        -4.059491      
2.311455        -4.082734      
2.270628        -4.101273      
2.229615        -4.115336      
2.188462        -4.125153      
2.147210        -4.130958      
2.105901        -4.132987      
2.064571        -4.131474      
2.023256        -4.126655      
1.981989        -4.118762      
1.940802        -4.108028      
1.899721        -4.094678      
1.858775        -4.078936      
1.817985        -4.061021      
1.777375        -4.041146      
1.736964        -4.019518      
1.696768        -3.996340      
1.656805        -3.971806      
1.617087        -3.946105      
1.577626        -3.919420      
1.538432        -3.891927      
1.499513        -3.863792      
1.460875        -3.835178      
1.422523        -3.806239      
1.384460        -3.777124      
1.346689        -3.747972      
1.309209        -3.718919      
1.272020        -3.690091      
1.235119        -3.661611      
1.198503        -3.633593      
1.162167        -3.606146      
1.126106        -3.579373      
1.090312        -3.553373      
1.054778        -3.528235      
1.019496        -3.504048      
0.984456        -3.480893      
0.949647        -3.458845      
0.915058        -3.437978      
0.880678        -3.418357      
0.846495        -3.400047      
0.812494        -3.383106      
0.778663        -3.367588      
0.744987        -3.353546      
0.711452        -3.341025      
0.678042        -3.330071      
0.644741        -3.320723      
0.611534        -3.313019      
0.578404        -3.306994      
0.545334        -3.302679      
0.512307        -3.300102      
0.479306        -3.299289      
0.446313        -3.300264      
0.413310        -3.303046      
0.380280        -3.307655      
0.347203        -3.314106      
0.314062        -3.322411      
0.280838        -3.332583      
0.247512        -3.344629      
0.214066        -3.358557      
0.180480        -3.374369      
0.146737        -3.392068      
0.112816        -3.411653      
0.078700        -3.433121      
0.044368        -3.456466      
0.009804        -3.481681      
-0.025013       -3.508754      
-0.060101       -3.537672      
-0.095477       -3.568419      
-0.131162       -3.600975      
-0.167171       -3.635320      
-0.203525       -3.671426      
-0.240239       -3.709266      
-0.277331       -3.748806      
-0.314820       -3.790011      
-0.352720       -3.832840      
-0.391048       -3.877248      
-0.429821       -3.923187      
-0.469052       -3.970601      
-0.508758       -4.019431      
-0.548953       -4.069614      
-0.589649       -4.121078      
-0.630860       -4.173746      
-0.672597       -4.227535      
-0.714872       -4.282354      
-0.757696       -4.338106      
-0.801077       -4.394685      
-0.845024       -4.451978      
-0.889544       -4.509862      
-0.934642       -4.568205      
-0.980324       -4.626867      
-1.026593       -4.685695      
-1.073450       -4.744529      
-1.120895       -4.803195      
-1.168927       -4.861511      
-1.217542       -4.919279      
-1.266735       -4.976293      
-1.316498       -5.032333      
-1.366821       -5.087164      
-1.417693       -5.140541      
-1.469098       -5.192206      
-1.521020       -5.241885      
-1.573439       -5.289294      
-1.626332       -5.334134      
-1.679674       -5.376092      
-1.733435       -5.414845      
-1.787583       -5.450057      
-1.842084       -5.481381      
-1.896897       -5.508457      
-1.951982       -5.530919      
-2.007291       -5.548391      
-2.062775       -5.560489      
-2.118380       -5.566826      
-2.174048       -5.567010      
-2.229718       -5.560649      
-2.285325       -5.547352      
-2.340798       -5.526732      
-2.396066       -5.498408      
-2.451050       -5.462010      
-2.505670       -5.417181      
-2.559842       -5.363580      
-2.613477       -5.300889      
-2.666486       -5.228813      
-2.718774       -5.147085      
-2.770245       -5.055473      
-2.820800       -4.953779      
-2.870338       -4.841851      
-2.918756       -4.719576      
-2.965952       -4.586894      
-3.011821       -4.443798      
-3.056259       -4.290334      
-3.099162       -4.126611      
-3.140428       -3.952795      
-3.179956       -3.769118      
-3.217648       -3.575879      
-3.253406       -3.373438      
-3.287141       -3.162224      
-3.318763       -2.942731      
-3.348190       -2.715516      
-3.375345       -2.481195      
-3.400157       -2.240447      
-3.422562       -1.994000      
-3.442502       -1.742635      
-3.459928       -1.487178      
-3.474800       -1.228489      
-3.487085       -0.967465      
-3.496760       -0.705024      
-3.503810       -0.442102      
-3.508231       -0.179647      
-3.510027       0.081396       
-3.509213       0.340084       
-3.505812       0.595489       
-3.499858       0.846705       
-3.491391       1.092855       
-3.480462       1.333097       
-3.467131       1.566628       
-3.451465       1.792697       
-3.433538       2.010602       
-3.413432       2.219697       
-3.391235       2.419396       
-3.367041       2.609176       
-3.340949       2.788577       
-3.313063       2.957204       
-3.283491       3.114728       
-3.252344       3.260884       
-3.219735       3.395471       
-3.185780       3.518348       
-3.150597       3.629435       
-3.114303       3.728710       
-3.077015       3.816202       
-3.038853       3.891991       
-2.999934       3.956205       
-2.960371       4.009012       
-2.920281       4.050619       
-2.879775       4.081270       
-2.838962       4.101236       
-2.797950       4.110816       
-2.756842       4.110331       
-2.715739       4.100122       
-2.674737       4.080544       
-2.633932       4.051965       
-2.593412       4.014761       
-2.553265       3.969314       
-2.513572       3.916010       
-2.474411       3.855236       
-2.435859       3.787376       
-2.397985       3.712813       
-2.360857       3.631925       
-2.324538       3.545082       
-2.289087       3.452650       
-2.254561       3.354984       
-2.221011       3.252430       
-2.188487       3.145325       
-2.157033       3.033995       
-2.126693       2.918756       
-2.097506       2.799914       
-2.069507       2.677762       
-2.042729       2.552584       
-2.017203       2.424652       
-1.992957       2.294229       
-1.970014       2.161567       
-1.948399       2.026908       
-1.928130       1.890484       
-1.909225       1.752519       
-1.891700       1.613228       
-1.875567       1.472819       
-1.860839       1.331491       
-1.847524       1.189435       
-1.835630       1.046840       
-1.825161       0.903884       
-1.816123       0.760741       
-1.808515       0.617583       
-1.802339       0.474575       
-1.797594       0.331879       
-1.794275       0.189653       
-1.792378       0.048054       
-1.791898       -0.092765      
-1.792825       -0.232650      
-1.795152       -0.371451      
-1.798866       -0.509017      
-1.803957       -0.645198      
-1.810409       -0.779842      
-1.818207       -0.912799      
-1.827335       -1.043915      
-1.837774       -1.173037      
-1.849505       -1.300008      
-1.862505       -1.424671      
-1.876751       -1.546865      
-1.892220       -1.666426      
-1.908884       -1.783187      
-1.926716       -1.896979      
-1.945686       -2.007628      
-1.965762       -2.114958      
-1.986912       -2.218787      
-2.009100       -2.318933      
-2.032289       -2.415208      
-2.056441       -2.507419      
-2.081515       -2.595374      
-2.107469       -2.678873      
-2.134258       -2.757718      
-2.161835       -2.831706      
-2.190152       -2.900632      
-2.219158       -2.964292      
-2.248801       -3.022478      
-2.279026       -3.074986      
-2.309776       -3.121611      
-2.340992       -3.162150      
-2.372613       -3.196405      
-2.404577       -3.224181      
-2.436819       -3.245288      
-2.469272       -3.259545      
-2.501868       -3.266780      
-2.534535       -3.266828      
-2.567204       -3.259538      
-2.599799       -3.244774      
-2.632247       -3.222412      
-2.664471       -3.192346      
-2.696394       -3.154491      
-2.727939       -3.108779      
-2.759027       -3.055166      
-2.789579       -2.993634      
-2.819515       -2.924186      
-2.848757       -2.846856      
-2.877225       -2.761704      
-2.904843       -2.668821      
-2.931531       -2.568328      
-2.957214       -2.460379      
-2.981818       -2.345156      
-3.005269       -2.222879      
-3.027498       -2.093796      
-3.048436       -1.958189      
-3.068018       -1.816371      
-3.086182       -1.668687      
-3.102869       -1.515510      
-3.118024       -1.357243      
-3.131596       -1.194313      
-3.143539       -1.027173      
-3.153811       -0.856297      
-3.162374       -0.682178      
-3.169196       -0.505326      
-3.174249       -0.326263      
-3.177512       -0.145521      
-3.178967       0.036360       
-3.178603       0.218839       
-3.176415       0.401375       
-3.172401       0.583430       
-3.166567       0.764476       
-3.158922       0.943994       
-3.149482       1.121479       
-3.138267       1.296446       
-3.125303       1.468428       
-3.110619       1.636981       
-3.094249       1.801688       
-3.076232       1.962159       
-3.056610       2.118033       
-3.035430       2.268980       
-3.012740       2.414702       
-2.988593       2.554935       
-2.963044       2.689446       
-2.936149       2.818039       
-2.907969       2.940550       
-2.878563       3.056847       
-2.847995       3.166834       
-2.816327       3.270444       
-2.783622       3.367642       
-2.749946       3.458422       
-2.715362       3.542807       
-2.679933       3.620844       
-2.643725       3.692609       
-2.606799       3.758196       
-2.569217       3.817725       
-2.531040       3.871332       
-2.492326       3.919171       
-2.453135       3.961413       
-2.413521       3.998241       
-2.373538       4.029851       
-2.333240       4.056448       
-2.292675       4.078245       
-2.251893       4.095464       
-2.210938       4.108331       
-2.169855       4.117075       
-2.128684       4.121927       
-2.087465       4.123122       
-2.046234       4.120893       
-2.005025       4.115471       
-1.963870       4.107088       
-1.922799       4.095970       
-1.881839       4.082342       
-1.841016       4.066422       
-1.800352       4.048427       
-1.759867       4.028566       
-1.719582       4.007043       
-1.679511       3.984055       
-1.639671       3.959795       
-1.600073       3.934447       
-1.560728       3.908190       
-1.521646       3.881196       
-1.482834       3.853629       
-1.444298       3.825647       
-1.406042       3.797403       
-1.368068       3.769039       
-1.330377       3.740694       
-1.292970       3.712500       
-1.255845       3.684580       
-1.219000       3.657054       
-1.182429       3.630034       
-1.146129       3.603625       
-1.110092       3.577930       
-1.074313       3.553042       
-1.038783       3.529052       
-1.003492       3.506043       
-0.968432       3.484096       
-0.933591       3.463285       
-0.898958       3.443680       
-0.864521       3.425346       
-0.830268       3.408345       
-0.796184       3.392734       
-0.762257       3.378566       
-0.728471       3.365892       
-0.694812       3.354757       
-0.661265       3.345203       
-0.627813       3.337271       
-0.594440       3.330996       
-0.561130       3.326411       
-0.527866       3.323547       
-0.494630       3.322432       
-0.461406       3.323089       
-0.428175       3.325542       
-0.394920       3.329809       
-0.361622       3.335908       
-0.328263       3.343854       
-0.294824       3.353658       
-0.261288       3.365331       
-0.227634       3.378880       
-0.193845       3.394310       
-0.159902       3.411624       
-0.125786       3.430822       
-0.091478       3.451902       
-0.056959       3.474860       
-0.022210       3.499689       
0.012787        3.526378       
0.048050        3.554915       
0.083600        3.585286       
0.119452        3.617471       
0.155627        3.651449       
0.192142        3.687196       
0.229014        3.724684       
0.266260        3.763881       
0.303899        3.804751       
0.341947        3.847256       
0.380419        3.891350       
0.419333        3.936986       
0.458703        3.984110       
0.498544        4.032663       
0.538870        4.082583       
0.579696        4.133798       
0.621034        4.186233       
0.662896        4.239805       
0.705295        4.294425       
0.748239        4.349996       
0.791739        4.406413       
0.835803        4.463563       
0.880439        4.521324       
0.925652        4.579566       
0.971447        4.638148       
1.017829        4.696920       
1.064798        4.755721       
1.112355        4.814379       
1.160499        4.872711       
1.209226        4.930522       
1.258531        4.987605       
1.308407        5.043740       
1.358845        5.098694       
1.409832        5.152223       
1.461354        5.204068       
1.513395        5.253956       
1.565934        5.301602       
1.618950        5.346708       
1.672417        5.388962       
1.726307        5.428040       
1.780587        5.463606       
1.835223        5.495310       
1.890177        5.522796       
1.945405        5.545694       
2.000861        5.563626       
2.056498        5.576210       
2.112260        5.583055       
2.168090        5.583768       
2.223928        5.577955       
2.279708        5.565223       
2.335360        5.545180       
2.390812        5.517445       
2.445986        5.481643       
2.500803        5.437414       
2.555177        5.384414       
2.609021        5.322320       
2.662244        5.250831       
2.714752        5.169678       
2.766449        5.078623       
2.817235        4.977465       
2.867010        4.866042       
2.915670        4.744240       
2.963113        4.611992       
3.009233        4.469286       
3.053926        4.316162       
3.097087        4.152724       
3.138614        3.979133       
3.178406        3.795618       
3.216362        3.602470       
3.252387        3.400047       
3.286387        3.188775       
3.318275        2.969143       
3.347966        2.741705       
3.375383        2.507078       
3.400454        2.265937       
3.423114        2.019010       
3.443304        1.767079       
3.460974        1.510969       
3.476084        1.251545       
3.488600        0.989702       
3.498497        0.726364       
3.505760        0.462471       
3.510385        0.198972       
3.512375        -0.063178      
3.511743        -0.323034      
3.508513        -0.579660      
3.502716        -0.832145      
3.494394        -1.079604      
3.483598        -1.321188      
3.470387        -1.556089      
3.454826        -1.783545      
3.436990        -2.002848      
3.416962        -2.213346      
3.394828        -2.414446      
3.370684        -2.605618      
3.344628        -2.786395      
3.316764        -2.956376      
3.287200        -3.115227      
3.256048        -3.262677      
3.223421        -3.398521      
3.189436        -3.522614      
3.154210        -3.634872      
3.117861        -3.735269      
3.080508        -3.823833      
3.042270        -3.900641      
3.003263        -3.965819      
2.963605        -4.019534      
2.923410        -4.061993      
2.882790        -4.093439      
2.841856        -4.114143      
2.800714        -4.124404      
2.759470        -4.124545      
2.718225        -4.114908      
2.677076        -4.095847      
2.636117        -4.067733      
2.595440        -4.030943      
2.555130        -3.985862      
2.515272        -3.932876      
2.475943        -3.872374      
2.437219        -3.804743      
2.399172        -3.730368      
2.361868        -3.649628      
2.325372        -3.562896      
2.289743        -3.470538      
2.255037        -3.372913      
2.221308        -3.270368      
2.188605        -3.163241      
2.156972        -3.051862      
2.126454        -2.936546      
2.097088        -2.817601      
2.068912        -2.695323      
2.041959        -2.569996      
2.016259        -2.441894      
1.991840        -2.311280      
1.968727        -2.178408      
1.946943        -2.043520      
1.926508        -1.906851      
1.907439        -1.768624      
1.889753        -1.629055      
1.873463        -1.488353      
1.858579        -1.346717      
1.845112        -1.204340      
1.833069        -1.061409      
1.822454        -0.918103      
1.813273        -0.774599      
1.805527        -0.631066      
1.799217        -0.487670      
1.794340        -0.344573      
1.790894        -0.201934      
1.788875        -0.059909      
1.788276        0.081348       
1.789089        0.221685       
1.791306        0.360950       
1.794916        0.498993       
1.799906        0.635663       
1.806262        0.770811       
1.813970        0.904285       
1.823013        1.035932       
1.833373        1.165598       
1.845029        1.293129       
1.857960        1.418365       
1.872144        1.541147       
1.887555        1.661311       
1.904168        1.778690       
1.921955        1.893115       
1.940886        2.004413       
1.960930        2.112407       
1.982054        2.216917       
2.004224        2.317758       
2.027401        2.414743       
2.051549        2.507680       
2.076625        2.596375       
2.102589        2.680630       
2.129395        2.760245       
2.156998        2.835016       
2.185348        2.904738       
2.214395        2.969206       
2.244087        3.028212       
2.274370        3.081549       
2.305185        3.129013       
2.336475        3.170398       
2.368179        3.205504       
2.400234        3.234135       
2.432576        3.256100       
2.465137        3.271215       
2.497849        3.279304       
2.530642        3.280203       
2.563444        3.273756       
2.596181        3.259824       
2.628780        3.238281       
2.661162        3.209019       
2.693253        3.171946       
2.724972        3.126994       
2.756242        3.074115       
2.786983        3.013285       
2.817116        2.944506       
2.846561        2.867807       
2.875239        2.783246       
2.903072        2.690908       
2.929981        2.590913       
2.955890        2.483409       
2.980724        2.368578       
3.004410        2.246634       
3.026876        2.117823       
3.048054        1.982425       
3.067878        1.840752       
3.086286        1.693144       
3.103217        1.539976       
3.118617        1.381646       
3.132434        1.218583       
3.144619        1.051240       
3.155132        0.880089       
3.163933        0.705625       
3.170989        0.528359       
3.176273        0.348815       
3.179761        0.167526       
3.181436        -0.014965      
3.181286        -0.198114      
3.179305        -0.381377      
3.175491        -0.564212      
3.169849        -0.746087      
3.162388        -0.926479      
3.153124        -1.104879      
3.142075        -1.280796      
3.129267        -1.453759      
3.114729        -1.623319      
3.098496        -1.789054      
3.080606        -1.950569      
3.061100        -2.107497      
3.040025        -2.259504      
3.017430        -2.406286      
2.993367        -2.547575      
2.967891        -2.683135      
2.941060        -2.812764      
2.912932        -2.936293      
2.883569        -3.053589      
2.853033        -3.164550      
2.821388        -3.269107      
2.788697        -3.367221      
2.755025        -3.458885      
2.720436        -3.544118      
2.684995        -3.622968      
2.648765        -3.695505      
2.611810        -3.761826      
2.574192        -3.822047      
2.535971        -3.876305      
2.497208        -3.924753      
2.457961        -3.967561      
2.418285        -4.004913      
2.378236        -4.037004      
2.337866        -4.064040      
2.297225        -4.086236      
2.256363        -4.103813      
2.215325        -4.116998      
2.174155        -4.126022      
2.132895        -4.131117      
2.091584        -4.132519      
2.050258        -4.130461      
2.008954        -4.125177      
1.967702        -4.116900      
1.926533        -4.105857      
1.885474        -4.092274      
1.844552        -4.076373      
1.803788        -4.058369      
1.763204        -4.038474      
1.722820        -4.016893      
1.682651        -3.993826      
1.642712        -3.969465      
1.603018        -3.943996      
1.563578        -3.917601      
1.524402        -3.890451      
1.485497        -3.862713      
1.446870        -3.834545      
1.408525        -3.806100      
1.370464        -3.777524      
1.332688        -3.748956      
1.295199        -3.720526      
1.257994        -3.692362      
1.221070        -3.664583      
1.184424        -3.637301      
1.148051        -3.610624      
1.111945        -3.584653      
1.076098        -3.559484      
1.040504        -3.535207      
1.005151        -3.511907      
0.970032        -3.489664      
0.935136        -3.468553      
0.900450        -3.448645      
0.865964        -3.430006      
0.831664        -3.412697      
0.797537        -3.396776      
0.763569        -3.382297      
0.729746        -3.369310      
0.696053        -3.357860      
0.662474        -3.347992      
0.628994        -3.339743      
0.595597        -3.333152      
0.562265        -3.328251      
0.528983        -3.325071      
0.495732        -3.323640      
0.462496        -3.323981      
0.429256        -3.326119      
0.395995        -3.330071      
0.362694        -3.335857      
0.329336        -3.343489      
0.295901        -3.352981      
0.262371        -3.364343      
0.228727        -3.377582      
0.194952        -3.392703      
0.161025        -3.409710      
0.126927        -3.428602      
0.092641        -3.449378      
0.058148        -3.472033      
0.023427        -3.496560      
-0.011538       -3.522950      
-0.046768       -3.551190      
-0.082280       -3.581265      
-0.118092       -3.613156      
-0.154224       -3.646844      
-0.190692       -3.682303      
-0.227515       -3.719505      
-0.264710       -3.758419      
-0.302295       -3.799010      
-0.340285       -3.841238      
-0.378697       -3.885060      
-0.417548       -3.930427      
-0.456852       -3.977287      
-0.496625       -4.025582      
-0.536881       -4.075247      
-0.577633       -4.126213      
-0.618895       -4.178406      
-0.660679       -4.231742      
-0.702997       -4.286133      
-0.745858       -4.341483      
-0.789273       -4.397687      
-0.833250       -4.454634      
-0.877796       -4.512202      
-0.922918       -4.570261      
-0.968621       -4.628673      
-1.014907       -4.687287      
-1.061780       -4.745944      
-1.109240       -4.804473      
-1.157284       -4.862692      
-1.205911       -4.920408      
-1.255115       -4.977414      
-1.304890       -5.033492      
-1.355225       -5.088412      
-1.406109       -5.141929      
-1.457528       -5.193787      
-1.509466       -5.243714      
-1.561903       -5.291428      
-1.614817       -5.336632      
-1.668184       -5.379015      
-1.721974       -5.418255      
-1.776156       -5.454018      
-1.830696       -5.485957      
-1.885556       -5.513716      
-1.940693       -5.536926      
-1.996062       -5.555214      
-2.051615       -5.568197      
-2.107297       -5.575486      
-2.163051       -5.576690      
-2.218818       -5.571415      
-2.274532       -5.559268      
-2.330125       -5.539862      
-2.385524       -5.512812      
-2.440652       -5.477745      
-2.495429       -5.434301      
-2.549772       -5.382136      
-2.603594       -5.320924      
-2.656803       -5.250366      
-2.709307       -5.170189      
-2.761008       -5.080153      
-2.811810       -4.980054      
-2.861611       -4.869729      
-2.910308       -4.749058      
-2.957798       -4.617973      
-3.003978       -4.476453      
-3.048743       -4.324537      
-3.091988       -4.162321      
-3.133611       -3.989961      
-3.173511       -3.807679      
-3.211588       -3.615760      
-3.247745       -3.414556      
-3.281891       -3.204484      
-3.313936       -2.986026      
-3.343796       -2.759729      
-3.371393       -2.526203      
-3.396655       -2.286114      
-3.419516       -2.040186      
-3.439918       -1.789192      
-3.457810       -1.533951      
-3.473150       -1.275320      
-3.485903       -1.014193      
-3.496045       -0.751485      
-3.503560       -0.488134      
-3.508441       -0.225086      
-3.510692       0.036710       
-3.510325       0.296307       
