#Second case with k = 0.4 and B = 20.0
#u              v              
-1.761195       -5.445811      
-1.815653       -5.478907      
-1.870442       -5.507919      
-1.925521       -5.532484      
-1.980846       -5.552227      
-2.036368       -5.566767      
-2.092036       -5.575718      
-2.147793       -5.578688      
-2.203580       -5.575283      
-2.259333       -5.565111      
-2.314984       -5.547781      
-2.370462       -5.522906      
-2.425691       -5.490112      
-2.480592       -5.449032      
-2.535082       -5.399318      
-2.589075       -5.340638      
-2.642482       -5.272685      
-2.695208       -5.195178      
-2.747160       -5.107867      
-2.798239       -5.010538      
-2.848344       -4.903016      
-2.897374       -4.785168      
-2.945226       -4.656911      
-2.991795       -4.518211      
-3.036977       -4.369090      
-3.080668       -4.209627      
-3.122765       -4.039964      
-3.163164       -3.860302      
-3.201767       -3.670910      
-3.238476       -3.472122      
-3.273198       -3.264336      
-3.305841       -3.048018      
-3.336321       -2.823698      
-3.364558       -2.591968      
-3.390478       -2.353480      
-3.414013       -2.108943      
-3.435102       -1.859119      
-3.453693       -1.604814      
-3.469741       -1.346877      
-3.483210       -1.086193      
-3.494072       -0.823673      
-3.502309       -0.560250      
-3.507911       -0.296869      
-3.510880       -0.034482      
-3.511225       0.225965       
-3.508965       0.483532       
-3.504130       0.737300       
-3.496757       0.986376       
-3.486893       1.229898       
-3.474594       1.467043       
-3.459924       1.697035       
-3.442953       1.919145       
-3.423762       2.132701       
-3.402435       2.337090       
-3.379064       2.531757       
-3.353746       2.716213       
-3.326584       2.890035       
-3.297684       3.052862       
-3.267155       3.204401       
-3.235111       3.344422       
-3.201667       3.472758       
-3.166939       3.589303       
-3.131046       3.694009       
-3.094106       3.786884       
-3.056237       3.867987       
-3.017558       3.937424       
-2.978183       3.995349       
-2.938230       4.041952       
-2.897810       4.077463       
-2.857036       4.102142       
-2.816014       4.116278       
-2.774851       4.120183       
-2.733650       4.114192       
-2.692508       4.098655       
-2.651521       4.073936       
-2.610782       4.040408       
-2.570378       3.998453       
-2.530393       3.948457       
-2.490909       3.890807       
-2.452001       3.825891       
-2.413742       3.754092       
-2.376201       3.675792       
-2.339443       3.591367       
-2.303529       3.501184       
-2.268517       3.405604       
-2.234461       3.304978       
-2.201411       3.199648       
-2.169415       3.089946       
-2.138516       2.976192       
-2.108754       2.858696       
-2.080167       2.737760       
-2.052789       2.613670       
-2.026652       2.486704       
-2.001785       2.357130       
-1.978214       2.225205       
-1.955962       2.091174       
-1.935050       1.955275       
-1.915497       1.817736       
-1.897320       1.678776       
-1.880532       1.538605       
-1.865146       1.397426       
-1.851172       1.255434       
-1.838618       1.112819       
-1.827490       0.969763       
-1.817792       0.826443       
-1.809527       0.683030       
-1.802697       0.539694       
-1.797300       0.396596       
-1.793334       0.253897       
-1.790795       0.111754       
-1.789678       -0.029679      
-1.789975       -0.170247      
-1.791677       -0.309800      
-1.794775       -0.448187      
-1.799257       -0.585257      
-1.805109       -0.720860      
-1.812318       -0.854845      
-1.820867       -0.987060      
-1.830737       -1.117351      
-1.841911       -1.245564      
-1.854366       -1.371541      
-1.868082       -1.495123      
-1.883033       -1.616147      
-1.899194       -1.734448      
-1.916539       -1.849858      
-1.935037       -1.962204      
-1.954659       -2.071312      
-1.975373       -2.177002      
-1.997143       -2.279092      
-2.019934       -2.377396      
-2.043707       -2.471722      
-2.068425       -2.561879      
-2.094044       -2.647669      
-2.120520       -2.728893      
-2.147809       -2.805350      
-2.175863       -2.876834      
-2.204631       -2.943141      
-2.234062       -3.004063      
-2.264103       -3.059395      
-2.294697       -3.108930      
-2.325786       -3.152464      
-2.357311       -3.189795      
-2.389209       -3.220725      
-2.421416       -3.245063      
-2.453867       -3.262621      
-2.486493       -3.273221      
-2.519225       -3.276695      
-2.551992       -3.272885      
-2.584721       -3.261645      
-2.617337       -3.242844      
-2.649766       -3.216369      
-2.681930       -3.182122      
-2.713751       -3.140026      
-2.745151       -3.090027      
-2.776051       -3.032092      
-2.806372       -2.966214      
-2.836034       -2.892412      
-2.864958       -2.810733      
-2.893066       -2.721254      
-2.920278       -2.624081      
-2.946519       -2.519353      
-2.971713       -2.407238      
-2.995785       -2.287940      
-3.018664       -2.161694      
-3.040281       -2.028766      
-3.060569       -1.889456      
-3.079464       -1.744096      
-3.096905       -1.593046      
-3.112835       -1.436696      
-3.127202       -1.275465      
-3.139957       -1.109795      
-3.151055       -0.940152      
-3.160456       -0.767022      
-3.168126       -0.590911      
-3.174035       -0.412335      
-3.178159       -0.231827      
-3.180477       -0.049923      
-3.180976       0.132832       
-3.179648       0.315895       
-3.176489       0.498724       
-3.171502       0.680785       
-3.164694       0.861549       
-3.156078       1.040506       
-3.145673       1.217157       
-3.133502       1.391024       
-3.119592       1.561652       
-3.103975       1.728609       
-3.086689       1.891490       
-3.067774       2.049920       
-3.047275       2.203552       
-3.025239       2.352072       
-3.001719       2.495200       
-2.976767       2.632688       
-2.950440       2.764322       
-2.922796       2.889922       
-2.893897       3.009342       
-2.863804       3.122469       
-2.832579       3.229221       
-2.800287       3.329551       
-2.766991       3.423438       
-2.732757       3.510894       
-2.697648       3.591954       
-2.661729       3.666682       
-2.625062       3.735164       
-2.587710       3.797510       
-2.549735       3.853849       
-2.511197       3.904328       
-2.472153       3.949111       
-2.432662       3.988376       
-2.392778       4.022315       
-2.352555       4.051130       
-2.312044       4.075031       
-2.271294       4.094238       
-2.230351       4.108975       
-2.189262       4.119471       
-2.148067       4.125958       
-2.106807       4.128670       
-2.065521       4.127840       
-2.024242       4.123704       
-1.983005       4.116492       
-1.941840       4.106435       
-1.900776       4.093759       
-1.859838       4.078686       
-1.819051       4.061435       
-1.778437       4.042217       
-1.738015       4.021240       
-1.697802       3.998706       
-1.657815       3.974809       
-1.618067       3.949739       
-1.578570       3.923677       
-1.539333       3.896798       
-1.500365       3.869270       
-1.461672       3.841256       
-1.423260       3.812910       
-1.385131       3.784379       
-1.347287       3.755805       
-1.309729       3.727323       
-1.272456       3.699059       
-1.235465       3.671136       
-1.198754       3.643669       
-1.162317       3.616767       
-1.126149       3.590533       
-1.090244       3.565066       
-1.054593       3.540457       
-1.019189       3.516794       
-0.984021       3.494157       
-0.949079       3.472624       
-0.914353       3.452267       
-0.879830       3.433154       
-0.845499       3.415347       
-0.811345       3.398906       
-0.777356       3.383887       
-0.743517       3.370339       
-0.709814       3.358312       
-0.676231       3.347848       
-0.642752       3.338990       
-0.609363       3.331774       
-0.576045       3.326235       
-0.542783       3.322404       
-0.509558       3.320311       
-0.476355       3.319981       
-0.443156       3.321438       
-0.409941       3.324702       
-0.376694       3.329791       
-0.343396       3.336722       
-0.310029       3.345507       
-0.276574       3.356157       
-0.243012       3.368681       
-0.209326       3.383086       
-0.175495       3.399374       
-0.141501       3.417547       
-0.107325       3.437605       
-0.072949       3.459544       
-0.038354       3.483358       
-0.003520       3.509038       
0.031570        3.536574       
0.066936        3.565951       
0.102595        3.597152       
0.138567        3.630159       
0.174868        3.664947       
0.211518        3.701490       
0.248533        3.739759       
0.285930        3.779719       
0.323727        3.821334       
0.361941        3.864562       
0.400586        3.909356       
0.439680        3.955665       
0.479237        4.003434       
0.519271        4.052602       
0.559797        4.103102       
0.600828        4.154861       
0.642377        4.207800       
0.684455        4.261832       
0.727073        4.316866       
0.770242        4.372799       
0.813970        4.429525       
0.858265        4.486925       
0.903134        4.544873       
0.948583        4.603235       
0.994615        4.661866       
1.041234        4.720610       
1.088440        4.779300       
1.136233        4.837761       
1.184611        4.895804       
1.233569        4.953227       
1.283101        5.009818       
1.333199        5.065352       
1.383853        5.119590       
1.435048        5.172281       
1.486771        5.223160       
1.539003        5.271949       
1.591722        5.318357       
1.644906        5.362079       
1.698527        5.402799       
1.752555        5.440186       
1.806957        5.473900       
1.861696        5.503587       
1.916731        5.528884       
1.972020        5.549420       
2.027514        5.564815       
2.083163        5.574682       
2.138909        5.578631       
2.194696        5.576268       
2.250458        5.567200       
2.306130        5.551035       
2.361641        5.527388       
2.416915        5.495880       
2.471873        5.456143       
2.526435        5.407827       
2.580513        5.350596       
2.634019        5.284139       
2.686860        5.208171       
2.738942        5.122437       
2.790167        5.026717       
2.840434        4.920828       
2.889642        4.804631       
2.937688        4.678035       
2.984469        4.540999       
3.029879        4.393534       
3.073814        4.235710       
3.116171        4.067660       
3.156848        3.889574       
3.195743        3.701711       
3.232761        3.504394       
3.267804        3.298012       
3.300785        3.083019       
3.331615        2.859935       
3.360214        2.629343       
3.386508        2.391886       
3.410426        2.148263       
3.431909        1.899228       
3.450901        1.645580       
3.467357        1.388164       
3.481239        1.127857       
3.492517        0.865568       
3.501173        0.602225       
3.507195        0.338774       
3.510583        0.076165       
3.511345        -0.184654      
3.509498        -0.442742      
3.505071        -0.697176      
3.498099        -0.947058      
3.488628        -1.191520      
3.476713        -1.429734      
3.462416        -1.660915      
3.445807        -1.884327      
3.426963        -2.099288      
3.405971        -2.305175      
3.382919        -2.501425      
3.357905        -2.687538      
3.331029        -2.863079      
3.302398        -3.027678      
3.272122        -3.181032      
3.240311        -3.322900      
3.207082        -3.453105      
3.172551        -3.571533      
3.136836        -3.678126      
3.100055        -3.772882      
3.062326        -3.855854      
3.023767        -3.927140      
2.984496        -3.986886      
2.944627        -4.035279      
2.904274        -4.072539      
2.863549        -4.098925      
2.822560        -4.114719      
2.781412        -4.120232      
2.740210        -4.115794      
2.699052        -4.101753      
2.658035        -4.078471      
2.617250        -4.046321      
2.576787        -4.005683      
2.536730        -3.956942      
2.497160        -3.900485      
2.458156        -3.836699      
2.419789        -3.765971      
2.382129        -3.688682      
2.345242        -3.605207      
2.309190        -3.515917      
2.274031        -3.421173      
2.239819        -3.321327      
2.206606        -3.216724      
2.174439        -3.107696      
2.143362        -2.994566      
2.113416        -2.877647      
2.084639        -2.757238      
2.057067        -2.633632      
2.030731        -2.507106      
2.005660        -2.377930      
1.981880        -2.246362      
1.959417        -2.112651      
1.938290        -1.977034      
1.918520        -1.839742      
1.900123        -1.700993      
1.883113        -1.561001      
1.867503        -1.419969      
1.853303        -1.278094      
1.840522        -1.135566      
1.829166        -0.992568      
1.819241        -0.849278      
1.810748        -0.705870      
1.803689        -0.562510      
1.798064        -0.419363      
1.793870        -0.276590      
1.791104        -0.134348      
1.789761        0.007208       
1.789833        0.147924       
1.791312        0.287649       
1.794189        0.426231       
1.798451        0.563521       
1.804086        0.699368       
1.811080        0.833621       
1.819416        0.966128       
1.829078        1.096736       
1.840045        1.225290       
1.852298        1.351634       
1.865814        1.475608       
1.880570        1.597050       
1.896541        1.715796       
1.913699        1.831678       
1.932015        1.944524       
1.951461        2.054159       
1.972002        2.160406       
1.993606        2.263082       
2.016237        2.362001       
2.039857        2.456973       
2.064427        2.547807       
2.089905        2.634306       
2.116248        2.716271       
2.143411        2.793500       
2.171346        2.865790       
2.200004        2.932935       
2.229333        2.994729       
2.259280        3.050965       
2.289790        3.101437       
2.320804        3.145940       
2.352264        3.184272       
2.384106        3.216235       
2.416269        3.241635       
2.448685        3.260285       
2.481288        3.272006       
2.514008        3.276625       
2.546774        3.273985       
2.579514        3.263937       
2.612154        3.246349       
2.644617        3.221103       
2.676828        3.188099       
2.708709        3.147258       
2.740182        3.098520       
2.771167        3.041850       
2.801585        2.977236       
2.831358        2.904694       
2.860405        2.824266       
2.888647        2.736022       
2.916007        2.640067       
2.942408        2.536531       
2.967773        2.425580       
2.992029        2.307411       
3.015103        2.182254       
3.036926        2.050371       
3.057430        1.912056       
3.076550        1.767636       
3.094227        1.617467       
3.110401        1.461934       
3.125021        1.301451       
3.138035        1.136458       
3.149400        0.967415       
3.159074        0.794808       
3.167022        0.619137       
3.173213        0.440918       
3.177622        0.260682       
3.180229        0.078964       
3.181019        -0.103692      
3.179982        -0.286742      
3.177115        -0.469645      
3.172418        -0.651863      
3.165900        -0.832869      
3.157571        -1.012147      
3.147449        -1.189197      
3.135557        -1.363539      
3.121922        -1.534713      
3.106575        -1.702282      
3.089552        -1.865838      
3.070894        -2.025001      
3.050644        -2.179418      
3.028849        -2.328773      
3.005562        -2.472777      
2.980834        -2.611178      
2.954722        -2.743758      
2.927285        -2.870329      
2.898581        -2.990742      
2.868674        -3.104877      
2.837625        -3.212649      
2.805499        -3.314003      
2.772359        -3.408917      
2.738269        -3.497394      
2.703296        -3.579469      
2.667501        -3.655201      
2.630949        -3.724671      
2.593702        -3.787986      
2.555822        -3.845272      
2.517370        -3.896674      
2.478403        -3.942352      
2.438979        -3.982484      
2.399154        -4.017258      
2.358982        -4.046875      
2.318513        -4.071544      
2.277798        -4.091484      
2.236883        -4.106917      
2.195814        -4.118073      
2.154633        -4.125183      
2.113381        -4.128480      
2.072096        -4.128199      
2.030814        -4.124574      
1.989569        -4.117837      
1.948390        -4.108218      
1.907308        -4.095944      
1.866349        -4.081238      
1.825536        -4.064319      
1.784893        -4.045400      
1.744439        -4.024690      
1.704192        -4.002391      
1.664168        -3.978698      
1.624381        -3.953802      
1.584843        -3.927886      
1.545564        -3.901126      
1.506553        -3.873691      
1.467816        -3.845743      
1.429359        -3.817440      
1.391184        -3.788929      
1.353295        -3.760353      
1.315691        -3.731847      
1.278373        -3.703540      
1.241338        -3.675555      
1.204582        -3.648008      
1.168102        -3.621009      
1.131892        -3.594662      
1.095945        -3.569067      
1.060255        -3.544315      
1.024811        -3.520495      
0.989607        -3.497690      
0.954630        -3.475976      
0.919870        -3.455427      
0.885316        -3.436111      
0.850954        -3.418093      
0.816774        -3.401431      
0.782759        -3.386181      
0.748897        -3.372396      
0.715173        -3.360123      
0.681572        -3.349408      
0.648078        -3.340291      
0.614675        -3.332811      
0.581347        -3.327003      
0.548077        -3.322898      
0.514848        -3.320527      
0.481643        -3.319914      
0.448444        -3.321085      
0.415233        -3.324060      
0.381992        -3.328857      
0.348704        -3.335494      
0.315349        -3.343983      
0.281909        -3.354335      
0.248366        -3.366560      
0.214700        -3.380665      
0.180893        -3.396653      
0.146927        -3.414526      
0.112782        -3.434284      
0.078439        -3.455924      
0.043879        -3.479439      
0.009085        -3.504823      
-0.025963       -3.532064      
-0.061284       -3.561149      
-0.096895       -3.592061      
-0.132816       -3.624782      
-0.169064       -3.659287      
-0.205657       -3.695553      
-0.242612       -3.733549      
-0.279948       -3.773243      
-0.317680       -3.814597      
-0.355826       -3.857570      
-0.394402       -3.902118      
-0.433423       -3.948190      
-0.472905       -3.995731      
-0.512862       -4.044680      
-0.553309       -4.094973      
-0.594259       -4.146536      
-0.635724       -4.199292      
-0.677717       -4.253157      
-0.720248       -4.308037      
-0.763329       -4.363835      
-0.806967       -4.420442      
-0.851172       -4.477742      
-0.895949       -4.535612      
-0.941305       -4.593918      
-0.987244       -4.652516      
-1.033770       -4.711252      
-1.080882       -4.769963      
-1.128582       -4.828473      
-1.176866       -4.886595      
-1.225732       -4.944131      
-1.275174       -5.000870      
-1.325182       -5.056587      
-1.375748       -5.111048      
-1.426859       -5.164003      
-1.478499       -5.215189      
-1.530651       -5.264330      
-1.583294       -5.311137      
-1.636405       -5.355308      
-1.689958       -5.396528      
-1.743924       -5.434468      
-1.798268       -5.468790      
-1.852956       -5.499143      
-1.907948       -5.525164      
-1.963199       -5.546484      
-2.018664       -5.562723      
-2.074291       -5.573497      
-2.130026       -5.578414      
-2.185810       -5.577083      
-2.241581       -5.569109      
-2.297272       -5.554101      
-2.352813       -5.531671      
-2.408130       -5.501440      
-2.463145       -5.463038      
-2.517775       -5.416111      
-2.571936       -5.360321      
-2.625539       -5.295354      
-2.678493       -5.220919      
-2.730702       -5.136756      
-2.782070       -5.042639      
-2.832496       -4.938380      
-2.881880       -4.823833      
-2.930118       -4.698897      
-2.977107       -4.563524      
-3.022742       -4.417717      
-3.066919       -4.261536      
-3.109535       -4.095103      
-3.150486       -3.918600      
-3.189672       -3.732275      
-3.226995       -3.536439      
-3.262359       -3.331472      
-3.295674       -3.117817      
-3.326852       -2.895985      
-3.355812       -2.666547      
-3.382477       -2.430137      
-3.406779       -2.187447      
-3.428653       -1.939222      
-3.448045       -1.686254      
-3.464908       -1.429380      
-3.479202       -1.169473      
-3.490896       -0.907437      
-3.499971       -0.644200      
-3.506413       -0.380702      
-3.510220       -0.117895      
-3.511399       0.143272       
-3.509966       0.401857       
-3.505947       0.656934       
-3.499378       0.907600       
-3.490302       1.152982       
-3.478772       1.392245       
-3.464850       1.624597       
-3.448604       1.849293       
-3.430111       2.065643       
-3.409454       2.273015       
-3.386724       2.470835       
-3.362016       2.658593       
-3.335430       2.835844       
-3.307072       3.002208       
-3.277049       3.157371       
-3.245476       3.301082       
-3.212465       3.433154       
-3.178133       3.553463       
-3.142599       3.661942       
-3.105979       3.758581       
-3.068394       3.843424       
-3.029959       3.916563       
-2.990794       3.978136       
-2.951012       4.028323       
-2.910729       4.067340       
-2.870056       4.095439       
-2.829101       4.112900       
-2.787972       4.120029       
-2.746772       4.117153       
-2.705600       4.104618       
-2.664554       4.082783       
-2.623726       4.052020       
-2.583206       4.012708       
-2.543079       3.965232       
-2.503427       3.909978       
-2.464327       3.847334       
-2.425854       3.777686       
-2.388077       3.701416       
-2.351063       3.618901       
-2.314874       3.530513       
-2.279569       3.436614       
-2.245202       3.337557       
-2.211827       3.233689       
-2.179490       3.125344       
-2.148237       3.012846       
-2.118108       2.896510       
-2.089143       2.776638       
-2.061377       2.653521       
-2.034841       2.527442       
-2.009567       2.398671       
-1.985580       2.267467       
-1.962906       2.134081       
-1.941565       1.998752       
-1.921577       1.861712       
-1.902960       1.723181       
-1.885728       1.583373       
-1.869895       1.442493       
-1.855470       1.300740       
-1.842462       1.158303       
-1.830879       1.015368       
-1.820726       0.872113       
-1.812004       0.728712       
-1.804717       0.585333       
-1.798864       0.442141       
-1.794443       0.299298       
-1.791450       0.156961       
-1.789880       0.015286       
-1.789727       -0.125574      
-1.790983       -0.265467      
-1.793638       -0.404242      
-1.797680       -0.541748      
-1.803097       -0.677834      
-1.809876       -0.812351      
-1.817999       -0.945146      
-1.827451       -1.076067      
-1.838211       -1.204959      
-1.850261       -1.331665      
-1.863578       -1.456028      
-1.878138       -1.577884      
-1.893917       -1.697071      
-1.910887       -1.813420      
-1.929022       -1.926761      
-1.948289       -2.036920      
-1.968658       -2.143718      
-1.990096       -2.246975      
-2.012565       -2.346505      
-2.036030       -2.442119      
-2.060452       -2.533625      
-2.085788       -2.620828      
-2.111996       -2.703528      
-2.139031       -2.781526      
-2.166847       -2.854616      
-2.195393       -2.922594      
-2.224619       -2.985254      
-2.254471       -3.042389      
-2.284895       -3.093793      
-2.315833       -3.139260      
-2.347226       -3.178589      
-2.379012       -3.211579      
-2.411127       -3.238037      
-2.443508       -3.257775      
-2.476086       -3.270610      
-2.508792       -3.276372      
-2.541555       -3.274898      
-2.574304       -3.266039      
-2.606965       -3.249660      
-2.639461       -3.225641      
-2.671718       -3.193879      
-2.703657       -3.154290      
-2.735199       -3.106813      
-2.766268       -3.051408      
-2.796782       -2.988059      
-2.826662       -2.916778      
-2.855830       -2.837601      
-2.884206       -2.750596      
-2.911712       -2.655861      
-2.938271       -2.553522      
-2.963806       -2.443740      
-2.988243       -2.326706      
-3.011510       -2.202646      
-3.033537       -2.071815      
-3.054255       -1.934504      
-3.073600       -1.791033      
-3.091510       -1.641754      
-3.107928       -1.487049      
-3.122798       -1.327326      
-3.136072       -1.163020      
-3.147702       -0.994590      
-3.157648       -0.822518      
-3.165873       -0.647300      
-3.172346       -0.469452      
-3.177040       -0.289502      
-3.179935       -0.107984      
-3.181015       0.074559       
-3.180270       0.257583       
-3.177694       0.440546       
-3.173288       0.622908       
-3.167059       0.804142       
-3.159018       0.983729       
-3.149181       1.161167       
-3.137569       1.335972       
-3.124209       1.507680       
-3.109132       1.675852       
-3.092374       1.840073       
-3.073973       1.999960       
-3.053974       2.155155       
-3.032422       2.305336       
-3.009369       2.450210       
-2.984867       2.589520       
-2.958971       2.723039       
-2.931741       2.850579       
-2.903235       2.971981       
-2.873515       3.087122       
-2.842644       3.195912       
-2.810685       3.298291       
-2.777702       3.394231       
-2.743760       3.483732       
-2.708922       3.566824       
-2.673254       3.643561       
-2.636819       3.714022       
-2.599678       3.778309       
-2.561895       3.836546       
-2.523530       3.888875       
-2.484641       3.935453       
-2.445287       3.976456       
-2.405522       4.012070       
-2.365401       4.042494       
-2.324976       4.067937       
-2.284297       4.088616       
-2.243411       4.104752       
-2.202363       4.116573       
-2.161198       4.124312       
-2.119954       4.128201       
-2.078672       4.128474       
-2.037388       4.125366       
-1.996134       4.119109       
-1.954943       4.109934       
-1.913844       4.098067       
-1.872863       4.083734       
-1.832026       4.067153       
-1.791354       4.048539       
-1.750869       4.028100       
-1.710588       4.006041       
-1.670527       3.982557       
-1.630702       3.957841       
-1.591123       3.932075       
-1.551803       3.905438       
-1.512748       3.878099       
-1.473967       3.850223       
-1.435465       3.821966       
-1.397245       3.793478       
-1.359310       3.764903       
-1.321661       3.736377       
-1.284298       3.708030       
-1.247217       3.679986       
-1.210418       3.652362       
-1.173894       3.625268       
-1.137641       3.598811       
-1.101653       3.573089       
-1.065922       3.548197       
-1.030440       3.524224       
-0.995198       3.501251       
-0.960185       3.479359       
-0.925392       3.458620       
-0.890806       3.439103       
-0.856415       3.420874       
-0.822206       3.403992       
-0.788166       3.388513       
-0.754281       3.374492       
-0.720536       3.361975       
-0.686916       3.351009       
-0.653406       3.341635       
-0.619990       3.333892       
-0.586651       3.327815       
-0.553373       3.323437       
-0.520138       3.320788       
-0.486930       3.319893       
-0.453732       3.320779       
-0.420524       3.323465       
-0.387289       3.327971       
-0.354009       3.334314       
-0.320666       3.342507       
-0.287241       3.352562       
-0.253716       3.364488       
-0.220071       3.378293       
-0.186288       3.393981       
-0.152348       3.411554       
-0.118232       3.431012       
-0.083922       3.452352       
-0.049399       3.475569       
-0.014643       3.500656       
0.020363        3.527602       
0.055639        3.556394       
0.091203        3.587017       
0.127074        3.619451       
0.163268        3.653674       
0.199805        3.689661       
0.236701        3.727384       
0.273975        3.766809       
0.311643        3.807901       
0.349722        3.850620       
0.388229        3.894920       
0.427178        3.940753       
0.466585        3.988064       
0.506466        4.036793       
0.546834        4.086876       
0.587703        4.138242       
0.629085        4.190814       
0.670993        4.244508       
0.713438        4.299233       
0.756431        4.354891       
0.799980        4.411377       
0.844093        4.468575       
0.888779        4.526363       
0.934043        4.584609       
0.979889        4.643170       
1.026321        4.701895       
1.073339        4.760622       
1.120946        4.819176       
1.169137        4.877373       
1.217911        4.935016       
1.267261        4.991896       
1.317180        5.047792       
1.367658        5.102469       
1.418683        5.155681       
1.470240        5.207167       
1.522311        5.256652       
1.574878        5.303851       
1.627916        5.348463       
1.681401        5.390174       
1.735303        5.428659       
1.789589        5.463581       
1.844225        5.494589       
1.899171        5.521325       
1.954384        5.543419       
2.009818        5.560493       
2.065423        5.572163       
2.121145        5.578039       
2.176925        5.577730       
2.232703        5.570840       
2.288411        5.556978       
2.343981        5.535756       
2.399338        5.506792       
2.454406        5.469716       
2.509104        5.424169       
2.563345        5.369813       
2.617043        5.306327       
2.670107        5.233418       
2.722441        5.150821       
2.773949        5.058303       
2.824532        4.955670       
2.874089        4.842769       
2.922516        4.719493       
2.969711        4.585783       
3.015569        4.441635       
3.059986        4.287100       
3.102857        4.122289       
3.144079        3.947375       
3.183553        3.762595       
3.221179        3.568250       
3.256862        3.364709       
3.290509        3.152406       
3.322033        2.931839       
3.351351        2.703571       
3.378387        2.468227       
3.403069        2.226489       
3.425334        1.979093       
3.445125        1.726825       
3.462393        1.470516       
3.477098        1.211032       
3.489209        0.949274       
3.498701        0.686165       
3.505563        0.422646       
3.509790        0.159665       
3.511386        -0.101827      
3.510368        -0.360885      
3.506759        -0.616582      
3.500593        -0.868010      
3.491913        -1.114290      
3.480770        -1.354582      
3.467224        -1.588086      
3.451344        -1.814049      
3.433203        -2.031773      
3.412885        -2.240614      
3.390479        -2.439991      
3.366079        -2.629383      
3.339786        -2.808335      
3.311702        -2.976456      
3.281938        -3.133421      
3.250603        -3.278969      
3.217814        -3.412905      
3.183685        -3.535093      
3.148334        -3.645458      
3.111879        -3.743982      
3.074439        -3.830699      
3.036132        -3.905693      
2.997075        -3.969097      
2.957384        -4.021084      
2.917174        -4.061864      
2.876555        -4.091684      
2.835638        -4.110819      
2.794530        -4.119572      
2.753334        -4.118267      
2.712152        -4.107246      
2.671079        -4.086868      
2.630210        -4.057502      
2.589635        -4.019526      
2.549440        -3.973324      
2.509707        -3.919282      
2.470514        -3.857789      
2.431936        -3.789231      
2.394044        -3.713990      
2.356904        -3.632445      
2.320579        -3.544968      
2.285130        -3.451922      
2.250611        -3.353664      
2.217074        -3.250540      
2.184569        -3.142885      
2.153140        -3.031028      
2.122829        -2.915282      
2.093677        -2.795953      
2.065717        -2.673334      
2.038984        -2.547709      
2.013507        -2.419349      
1.989313        -2.288515      
1.966428        -2.155460      
1.944873        -2.020425      
1.924669        -1.883642      
1.905833        -1.745334      
1.888379        -1.605716      
1.872322        -1.464993      
1.857672        -1.323366      
1.844439        -1.181026      
1.832628        -1.038158      
1.822247        -0.894942      
1.813297        -0.751553      
1.805782        -0.608159      
1.799700        -0.464927      
1.795051        -0.322018      
1.791831        -0.179589      
1.790035        -0.037798      
1.789657        0.103202       
1.790689        0.243259       
1.793122        0.382221       
1.796944        0.519939       
1.802143        0.656262       
1.808706        0.791039       
1.816616        0.924119       
1.825857        1.055348       
1.836411        1.184574       
1.848257        1.311639       
1.861373        1.436385       
1.875737        1.558652       
1.891323        1.678275       
1.908106        1.795087       
1.926057        1.908919       
1.945146        2.019596       
1.965342        2.126942       
1.986612        2.230775       
2.008919        2.330911       
2.032228        2.427162       
2.056500        2.519335       
2.081693        2.607236       
2.107766        2.690667       
2.134672        2.769427       
2.162367        2.843312       
2.190800        2.912119       
2.219921        2.975639       
2.249677        3.033668       
2.280014        3.085998       
2.310874        3.132425       
2.342198        3.172744       
2.373926        3.206757       
2.405993        3.234269       
2.438336        3.255089       
2.470887        3.269035       
2.503577        3.275934       
2.536337        3.275623       
2.569093        3.267950       
2.601772        3.252777       
2.634300        3.229982       
2.666600        3.199459       
2.698594        3.161122       
2.730206        3.114905       
2.761355        3.060764       
2.791962        2.998680       
2.821949        2.928660       
2.851236        2.850737       
2.879743        2.764973       
2.907393        2.671461       
2.934107        2.570324       
2.959811        2.461715       
2.984428        2.345822       
3.007886        2.222864       
3.030115        2.093093       
3.051046        1.956793       
3.070614        1.814281       
3.088756        1.665902       
3.105415        1.512034       
3.120536        1.353082       
3.134067        1.189476       
3.145961        1.021671       
3.156178        0.850146       
3.164679        0.675395       
3.171433        0.497931       
3.176413        0.318280       
3.179596        0.136975       
3.180965        -0.045441      
3.180511        -0.228425      
3.178227        -0.411433      
3.174112        -0.593927      
3.168173        -0.775376      
3.160419        -0.955259      
3.150867        -1.133072      
3.139536        -1.308328      
3.126453        -1.480559      
3.111647        -1.649322      
3.095154        -1.814200      
3.077012        -1.974801      
3.057264        -2.130766      
3.035956        -2.281766      
3.013139        -2.427504      
2.988864        -2.567715      
2.963186        -2.702171      
2.936165        -2.830674      
2.907858        -2.953063      
2.878327        -3.069208      
2.847635        -3.179014      
2.815845        -3.282417      
2.783021        -3.379383      
2.749227        -3.469908      
2.714528        -3.554018      
2.678988        -3.631762      
2.642670        -3.703216      
2.605638        -3.768479      
2.567953        -3.827671      
2.529677        -3.880930      
2.490867        -3.928413      
2.451583        -3.970292      
2.411880        -4.006751      
2.371813        -4.037988      
2.331433        -4.064210      
2.290791        -4.085632      
2.249934        -4.102476      
2.208910        -4.114970      
2.167760        -4.123343      
2.126526        -4.127830      
2.085248        -4.128663      
2.043962        -4.126078      
2.002701        -4.120307      
1.961498        -4.111581      
1.920382        -4.100128      
1.879381        -4.086173      
1.838519        -4.069935      
1.797820        -4.051631      
